,sno,x,y,villdist,rugged,WP.numbers,WPDensity,LargeLS,SmallLS,LargeLSDensity,SmallLSDensity,Z.LargeLSDensity,Z.rugged,Z.SmallLSDensity,Z.villdist,Z.WPDensity
176,412,8702250,3769360,6499.42,16.45,940,0.58,0,0,0,0,-0.196790175,-1.124431894,-0.232904202,-0.6797034,1.535766044
177,413,8705250,3769360,6926.53,18.93,940,0.58,0,0,0,0,-0.196790175,-0.992715718,-0.232904202,-0.629143721,1.535766044
178,415,8711250,3769360,6023.51,101.27,940,0.58,0,0,0,0,-0.196790175,3.380473762,-0.232904202,-0.736039841,1.535766044
179,416,8714250,3769360,4974.37,57.98,940,0.58,0,0,0,0,-0.196790175,1.081282936,-0.232904202,-0.8602331,1.535766044
180,417,8717250,3769360,5586.24,31.52,117,0.23,387,354,16,14.64,-0.018500508,-0.324043681,-0.080002201,-0.787802224,0.009826128
181,418,8720250,3769360,7461.08,27.47,117,0.23,387,354,5.85,5.35,-0.131603015,-0.539144693,-0.177028129,-0.565865696,0.009826128
182,419,8723250,3769360,9906.03,54.05,117,0.23,387,354,5.85,5.35,-0.131603015,0.872555287,-0.177028129,-0.276441685,0.009826128
183,431,8654250,3772360,23711.59,16.5,15,0.01,0,0,0,0,-0.196790175,-1.121776326,-0.232904202,1.357808728,-0.949336105
184,432,8657250,3772360,21184.84,12.84,15,0.01,0,0,0,0,-0.196790175,-1.316163908,-0.232904202,1.05870154,-0.949336105
185,434,8663250,3772360,16610.62,27.51,15,0.01,0,0,0,0,-0.196790175,-0.537020239,-0.232904202,0.517222533,-0.949336105
186,435,8666250,3772360,14712.94,23.09,15,0.01,0,0,0,0,-0.196790175,-0.771772455,-0.232904202,0.292582292,-0.949336105
187,438,8675250,3772360,9051.33,32.6,15,0.01,0,0,0,0,-0.196790175,-0.266683411,-0.232904202,-0.377617866,-0.949336105
188,439,8678250,3772360,6865.34,104.15,15,0.01,0,0,0,0,-0.196790175,3.533434482,-0.232904202,-0.636387163,-0.949336105
189,440,8681250,3772360,4780.44,39.82,15,0.01,0,0,0,0,-0.196790175,0.116780617,-0.232904202,-0.883189806,-0.949336105
190,441,8684250,3772360,2294.9,34.38,15,0.01,194,0,26.7,0,0.100730708,-0.172145188,-0.232904202,-1.177418709,-0.949336105
191,442,8687250,3772360,2383.38,14.75,169,0.29,0,0,0,0,-0.196790175,-1.214721208,-0.232904202,-1.166944778,0.271415828
192,443,8690250,3772360,2612.67,26.52,940,0.58,30,1,7.68,0.26,-0.111211135,-0.589600487,-0.230188729,-1.139802288,1.535766044
193,444,8693250,3772360,998.87,38.12,940,0.58,160,331,349.87,723.8,3.7018477,0.026491303,7.32655401,-1.330837879,1.535766044
194,445,8696250,3772360,1659.13,10.52,940,0.58,49,73,15.64,23.31,-0.022512025,-1.439382266,0.010548369,-1.252678777,1.535766044
195,446,8699250,3772360,4235.51,21.56,940,0.58,49,73,4.74,7.06,-0.143971861,-0.853032838,-0.159168674,-0.947696575,1.535766044
196,447,8702250,3772360,7150.27,22.97,940,0.58,0,0,0,0,-0.196790175,-0.778145819,-0.232904202,-0.602658219,1.535766044
197,448,8705250,3772360,9789.61,60.2,940,0.58,0,0,0,0,-0.196790175,1.199190158,-0.232904202,-0.290223048,1.535766044
198,451,8714250,3772360,7967.59,40.57,940,0.58,0,0,0,0,-0.196790175,0.156614138,-0.232904202,-0.505906942,1.535766044
199,452,8717250,3772360,8363.26,51.45,940,0.58,0,0,0,0,-0.196790175,0.734465748,-0.232904202,-0.459069012,1.535766044
200,453,8720250,3772360,9716.26,24.53,117,0.23,387,354,5.85,5.35,-0.131603015,-0.695292095,-0.177028129,-0.298905946,0.009826128
201,454,8723250,3772360,11699.04,40.15,117,0.23,387,354,5.85,5.35,-0.131603015,0.134307366,-0.177028129,-0.064191887,0.009826128
202,461,8639250,3775360,27999.3,50.36,15,0.01,0,0,0,0,-0.196790175,0.676574364,-0.232904202,1.865371757,-0.949336105
203,462,8642250,3775360,26388.04,89.99,15,0.01,0,0,0,0,-0.196790175,2.781377608,-0.232904202,1.674636841,-0.949336105
204,463,8645250,3775360,25033.9,20.29,15,0.01,0,0,0,0,-0.196790175,-0.920484267,-0.232904202,1.514338827,-0.949336105
205,466,8654250,3775360,22333.67,33.81,15,0.01,0,0,0,0,-0.196790175,-0.202418664,-0.232904202,1.194695727,-0.949336105
206,467,8657250,3775360,19630.35,34.24,15,0.01,0,0,0,0,-0.196790175,-0.179580778,-0.232904202,0.874686844,-0.949336105
207,469,8663250,3775360,14576.22,73.76,15,0.01,0,0,0,0,-0.196790175,1.919380216,-0.232904202,0.276397891,-0.949336105
208,470,8666250,3775360,12370.28,24.02,15,0.01,0,0,0,0,-0.196790175,-0.72237889,-0.232904202,0.015266987,-0.949336105
209,471,8669250,3775360,10563.22,50.71,15,0.01,0,0,0,0,-0.196790175,0.69516334,-0.232904202,-0.198645998,-0.949336105
210,472,8672250,3775360,8435.93,44.72,15,0.01,0,0,0,0,-0.196790175,0.377026287,-0.232904202,-0.45046661,-0.949336105
211,473,8675250,3775360,6533.48,26.22,15,0.01,0,0,0,0,-0.196790175,-0.605533895,-0.232904202,-0.675671505,-0.949336105
212,474,8678250,3775360,4952.67,27.79,15,0.01,0,0,0,0,-0.196790175,-0.522149058,-0.232904202,-0.862801864,-0.949336105
213,475,8681250,3775360,2638.94,73.08,15,0.01,0,0,0,0,-0.196790175,1.88326449,-0.232904202,-1.136692544,-0.949336105
214,476,8684250,3775360,1871.36,25.59,15,0.01,0,0,0,0,-0.196790175,-0.638994052,-0.232904202,-1.227555785,-0.949336105
215,477,8687250,3775360,1978.88,39.34,940,0.58,194,0,153.43,0,1.512896306,0.091287164,-0.232904202,-1.214827971,1.535766044
216,478,8690250,3775360,2577.8,39.51,940,0.58,180,435,71.96,173.9,0.605067605,0.100316095,1.583329265,-1.143930068,1.535766044
217,479,8693250,3775360,2440.54,9.54,940,0.58,0,0,0,0,-0.196790175,-1.491431399,-0.232904202,-1.160178392,1.535766044
218,480,8696250,3775360,3250.76,32.2,940,0.58,180,435,54.01,130.52,0.405048884,-0.287927955,1.13026309,-1.064267587,1.535766044
219,481,8699250,3775360,5737.1,23.53,940,0.58,0,0,0,0,-0.196790175,-0.748403456,-0.232904202,-0.769943983,1.535766044
220,482,8702250,3775360,8241.67,20.7,940,0.58,0,0,0,0,-0.196790175,-0.898708609,-0.232904202,-0.47346238,1.535766044
221,485,8711250,3775360,11478.63,47.55,940,0.58,0,0,0,0,-0.196790175,0.527331439,-0.232904202,-0.090283196,1.535766044
222,486,8714250,3775360,10964.51,26.89,940,0.58,0,0,0,0,-0.196790175,-0.569949283,-0.232904202,-0.151142793,1.535766044
223,487,8717250,3775360,11255.32,40.24,940,0.58,387,354,5.98,5.47,-0.130154412,0.139087389,-0.175774834,-0.116717796,1.535766044
224,488,8720250,3775360,12294.06,63.94,117,0.23,0,0,0,0,-0.196790175,1.397826649,-0.232904202,0.006244349,0.009826128
225,489,8723250,3775360,13914.22,65.77,117,0.23,387,354,5.85,5.35,-0.131603015,1.49502044,-0.177028129,0.198032814,0.009826128
226,494,8633250,3778360,29745.63,46.41,15,0.01,0,0,0,0,-0.196790175,0.466784487,-0.232904202,2.072095752,-0.949336105
227,495,8636250,3778360,27589.32,57.82,15,0.01,0,0,0,0,-0.196790175,1.072785119,-0.232904202,1.816839862,-0.949336105
228,496,8639250,3778360,25603.49,19.05,15,0.01,0,0,0,0,-0.196790175,-0.986342355,-0.232904202,1.581764755,-0.949336105
229,497,8642250,3778360,23830.79,21.32,15,0.01,0,0,0,0,-0.196790175,-0.865779565,-0.232904202,1.371919177,-0.949336105
230,499,8648250,3778360,21133.91,52.48,15,0.01,0,0,0,0,-0.196790175,0.78917045,-0.232904202,1.052672638,-0.949336105
231,502,8657250,3778360,18436.48,35.22,15,0.01,0,0,0,0,-0.196790175,-0.127531644,-0.232904202,0.733360991,-0.949336105
232,503,8660250,3778360,15635.27,51.91,15,0.01,0,0,0,0,-0.196790175,0.758896974,-0.232904202,0.401764258,-0.949336105
233,505,8666250,3778360,10371.94,52.6,15,0.01,0,0,0,0,-0.196790175,0.795543813,-0.232904202,-0.221289007,-0.949336105
234,506,8669250,3778360,8132.34,28.15,15,0.01,0,0,0,0,-0.196790175,-0.503028968,-0.232904202,-0.486404455,-0.949336105
235,507,8672250,3778360,6533.97,47.07,15,0.01,0,0,0,0,-0.196790175,0.501837986,-0.232904202,-0.675613501,-0.949336105
236,508,8675250,3778360,4203.26,31.33,15,0.01,0,0,0,0,-0.196790175,-0.334134839,-0.232904202,-0.951514209,-0.949336105
237,509,8678250,3778360,2552.88,51.18,15,0.01,0,0,0,0,-0.196790175,0.72012568,-0.232904202,-1.146880004,-0.949336105
238,510,8681250,3778360,1769.59,40.84,15,0.01,0,0,0,0,-0.196790175,0.170954206,-0.232904202,-1.239602936,-0.949336105
239,511,8684250,3778360,251.72,23.11,940,0.58,0,0,0,0,-0.196790175,-0.770710228,-0.232904202,-1.419282694,1.535766044
240,512,8687250,3778360,1813.12,29.73,940,0.58,0,0,0,0,-0.196790175,-0.419113017,-0.232904202,-1.234450018,1.535766044
241,513,8690250,3778360,1507.21,64.94,940,0.58,0,0,0,0,-0.196790175,1.45093801,-0.232904202,-1.270662497,1.535766044
242,514,8693250,3778360,1702.99,12.78,940,0.58,0,0,0,0,-0.196790175,-1.319350589,-0.232904202,-1.247486794,1.535766044
243,515,8696250,3778360,4495.7,44.6,940,0.58,0,0,0,0,-0.196790175,0.370652924,-0.232904202,-0.916896259,1.535766044
244,516,8699250,3778360,7451.34,23.71,940,0.58,0,0,0,0,-0.196790175,-0.738843411,-0.232904202,-0.567018681,1.535766044
245,520,8711250,3778360,14370,18.44,940,0.58,0,0,0,0,-0.196790175,-1.018740285,-0.232904202,0.251986341,1.535766044
246,521,8714250,3778360,13962.76,47.95,940,0.58,0,0,0,0,-0.196790175,0.548575984,-0.232904202,0.203778797,1.535766044
247,522,8717250,3778360,14192.26,23.67,940,0.58,0,0,0,0,-0.196790175,-0.740967866,-0.232904202,0.230946146,1.535766044
248,523,8720250,3778360,15029.37,19.43,940,0.58,387,354,5.98,5.47,-0.130154412,-0.966160037,-0.175774834,0.330040088,1.535766044
249,524,8723250,3778360,16381.2,59.56,940,0.58,387,354,5.98,5.47,-0.130154412,1.165198887,-0.175774834,0.490064653,1.535766044
250,528,8630250,3781360,30265.7,82.35,10,0.01,0,0,0,0,-0.196790175,2.375606808,-0.232904202,2.133659688,-0.949336105
251,529,8633250,3781360,27827.7,57.69,10,0.01,0,0,0,0,-0.196790175,1.065880642,-0.232904202,1.845058392,-0.949336105
252,530,8636250,3781360,25509.77,21.2,10,0.01,0,0,0,0,-0.196790175,-0.872152928,-0.232904202,1.570670532,-0.949336105
253,531,8639250,3781360,23347.73,57.18,10,0.01,0,0,0,0,-0.196790175,1.038793847,-0.232904202,1.314736346,-0.949336105
254,532,8642250,3781360,21388.88,53.01,15,0.01,0,0,0,0,-0.196790175,0.817319471,-0.232904202,1.08285503,-0.949336105
255,533,8645250,3781360,19693.97,25.01,15,0.01,0,0,0,0,-0.196790175,-0.669798642,-0.232904202,0.882217941,-0.949336105
256,534,8648250,3781360,18336.31,22.46,15,0.01,0,0,0,0,-0.196790175,-0.805232613,-0.232904202,0.721503242,-0.949336105
257,535,8651250,3781360,17395.06,22.77,15,0.01,0,0,0,0,-0.196790175,-0.788768091,-0.232904202,0.610081598,-0.949336105
258,537,8657250,3781360,16644.26,23.46,15,0.01,0,0,0,0,-0.196790175,-0.752121252,-0.232904202,0.52120471,-0.949336105
259,538,8660250,3781360,14731.43,32.19,15,0.01,0,0,0,0,-0.196790175,-0.288459069,-0.232904202,0.294771068,-0.949336105
260,539,8663250,3781360,11814.09,40.39,15,0.01,0,0,0,0,-0.196790175,0.147054093,-0.232904202,-0.050572699,-0.949336105
261,540,8666250,3781360,8951.56,76.62,15,0.01,0,0,0,0,-0.196790175,2.071278709,-0.232904202,-0.389428264,-0.949336105
262,541,8669250,3781360,6219.99,53.5,15,0.01,0,0,0,0,-0.196790175,0.843344038,-0.232904202,-0.712781276,-0.949336105
263,542,8672250,3781360,3904.62,59.44,15,0.01,0,0,0,0,-0.196790175,1.158825524,-0.232904202,-0.986866092,-0.949336105
264,543,8675250,3781360,3131.11,39.8,15,0.01,21,0,10.97,0,-0.074550322,0.11571839,-0.232904202,-1.078431305,-0.949336105
265,544,8678250,3781360,412.01,13.01,15,0.01,63,18,36.05,10.3,0.204918732,-1.307134976,-0.125329707,-1.400308165,-0.949336105
266,545,8681250,3781360,1766.26,35.26,940,0.58,128,272,14.48,30.77,-0.035438026,-0.12540719,0.088461547,-1.239997129,1.535766044
267,546,8684250,3781360,1678.08,17,940,0.58,629,358,508.16,289.22,5.465689667,-1.095220645,2.787745845,-1.250435547,1.535766044
268,547,8687250,3781360,1678.03,25.23,940,0.58,0,0,0,0,-0.196790175,-0.658114142,-0.232904202,-1.250441466,1.535766044
269,548,8690250,3781360,2650.53,22.16,940,0.58,629,358,303.67,172.84,3.187036285,-0.821166021,1.572258491,-1.135320563,1.535766044
270,549,8693250,3781360,4224.23,36.02,940,0.58,629,358,346.46,197.19,3.663849714,-0.085042555,1.826572953,-0.949031859,1.535766044
271,550,8696250,3781360,5929.19,66.14,940,0.58,0,0,0,0,-0.196790175,1.514671644,-0.232904202,-0.747205089,1.535766044
272,553,8705250,3781360,13967.42,22.05,940,0.58,0,0,0,0,-0.196790175,-0.827008271,-0.232904202,0.20433043,1.535766044
273,554,8708250,3781360,16504.56,16.4,940,0.58,0,0,0,0,-0.196790175,-1.127087462,-0.232904202,0.504667548,1.535766044
274,555,8711250,3781360,17298.41,58.63,940,0.58,0,0,0,0,-0.196790175,1.115805321,-0.232904202,0.598640533,1.535766044
275,556,8714250,3781360,16961.62,20.36,940,0.58,0,0,0,0,-0.196790175,-0.916766471,-0.232904202,0.558772596,1.535766044
276,557,8717250,3781360,17151.05,28.71,940,0.58,0,0,0,0,-0.196790175,-0.473286606,-0.232904202,0.581196609,1.535766044
277,558,8720250,3781360,17849.93,23.31,940,0.58,387,354,5.98,5.47,-0.130154412,-0.760087956,-0.175774834,0.663927402,1.535766044
278,559,8723250,3781360,19002.15,24.03,940,0.58,387,354,5.98,5.47,-0.130154412,-0.721847776,-0.175774834,0.800322884,1.535766044
279,562,8627250,3784360,31356.38,10.96,10,0.01,0,0,0,0,-0.196790175,-1.416013267,-0.232904202,2.262770296,-0.949336105
280,566,8639250,3784360,21276.62,40.07,10,0.01,0,5000,0,60.02,-0.196790175,0.130058457,0.393952225,1.069566112,-0.949336105
281,567,8642250,3784360,19106.6,34.77,15,0.01,0,0,0,0,-0.196790175,-0.151431757,-0.232904202,0.812687284,-0.949336105
282,568,8645250,3784360,17188.08,59.3,15,0.01,0,0,0,0,-0.196790175,1.151389933,-0.232904202,0.585580082,-0.949336105
283,569,8648250,3784360,15614.04,39.91,15,0.01,0,0,0,0,-0.196790175,0.12156064,-0.232904202,0.39925113,-0.949336105
284,570,8651250,3784360,14497.1,26.46,15,0.01,0,0,0,0,-0.196790175,-0.592787168,-0.232904202,0.267031962,-0.949336105
285,572,8657250,3784360,13644.29,14.41,15,0.01,0,0,0,0,-0.196790175,-1.23277907,-0.232904202,0.166079513,-0.949336105
286,573,8660250,3784360,13461.91,23.11,15,0.01,0,0,0,0,-0.196790175,-0.770710228,-0.232904202,0.144490052,-0.949336105
287,574,8663250,3784360,11407.28,37.46,15,0.01,0,0,0,0,-0.196790175,-0.008562195,-0.232904202,-0.098729341,-0.949336105
288,575,8666250,3784360,8407.37,47.37,15,0.01,0,0,0,0,-0.196790175,0.517771394,-0.232904202,-0.453847435,-0.949336105
289,576,8669250,3784360,5407.55,17.01,15,0.01,0,0,0,0,-0.196790175,-1.094689531,-0.232904202,-0.808954876,-0.949336105
290,577,8672250,3784360,2408.19,38.92,15,0.01,0,0,0,0,-0.196790175,0.068980392,-0.232904202,-1.164007863,-0.949336105
291,578,8675250,3784360,597.62,23.31,15,0.01,103,0,200.63,0,2.038850825,-0.760087956,-0.232904202,-1.378336349,-0.949336105
292,579,8678250,3784360,3339.28,120.83,940,0.58,0,0,0,0,-0.196790175,4.419331987,-0.232904202,-1.053788921,1.535766044
293,580,8681250,3784360,1696.5,38.36,940,0.58,0,0,0,0,-0.196790175,0.03923803,-0.232904202,-1.248255056,1.535766044
294,581,8684250,3784360,646.9,31.38,940,0.58,0,0,0,0,-0.196790175,-0.331479271,-0.232904202,-1.372502768,1.535766044
295,582,8687250,3784360,3546.04,14.36,940,0.58,629,358,757.52,431.15,8.244334137,-1.235434639,4.270080612,-1.029313448,1.535766044
296,583,8690250,3784360,5457.01,13.37,940,0.58,629,358,344.28,195.95,3.639557747,-1.288014886,1.813622237,-0.803099987,1.535766044
297,584,8693250,3784360,6838.36,24.78,940,0.58,629,358,141.84,80.73,1.383747728,-0.682014255,0.610250069,-0.639580954,1.535766044
298,585,8696250,3784360,8252.22,63.85,940,0.58,0,0,0,0,-0.196790175,1.393046626,-0.232904202,-0.472213511,1.535766044
299,586,8699250,3784360,10169.09,51.29,940,0.58,0,0,0,0,-0.196790175,0.72596793,-0.232904202,-0.245301629,1.535766044
300,589,8708250,3784360,17814.15,24.97,940,0.58,0,0,0,0,-0.196790175,-0.671923096,-0.232904202,0.6596919,1.535766044
301,590,8711250,3784360,20247.79,31.72,940,0.58,0,0,0,0,-0.196790175,-0.313421408,-0.232904202,0.947777076,1.535766044
302,591,8714250,3784360,19960.83,21.23,940,0.58,0,0,0,0,-0.196790175,-0.870559587,-0.232904202,0.913807827,1.535766044
303,592,8717250,3784360,20122.04,36.58,940,0.58,0,0,0,0,-0.196790175,-0.055300193,-0.232904202,0.932891262,1.535766044
304,593,8720250,3784360,20720.96,13.21,940,0.58,387,354,5.98,5.47,-0.130154412,-1.296512704,-0.175774834,1.003789166,1.535766044
305,598,8630250,3787360,27370.95,48.62,10,0.01,0,5000,0,60.02,-0.196790175,0.584160596,0.393952225,1.79099004,-0.949336105
306,600,8636250,3787360,21997.83,33.52,10,0.01,0,5000,0,60.02,-0.196790175,-0.217820958,0.393952225,1.154940247,-0.949336105
307,601,8639250,3787360,19449.23,23,10,0.01,0,5000,0,60.02,-0.196790175,-0.776552478,0.393952225,0.853246538,-0.949336105
308,602,8642250,3787360,17048.18,38.36,15,0.01,0,0,0,0,-0.196790175,0.03923803,-0.232904202,0.569019244,-0.949336105
309,603,8645250,3787360,14866.34,22.95,15,0.01,0,0,0,0,-0.196790175,-0.779208046,-0.232904202,0.310741208,-0.949336105
310,604,8648250,3787360,13014.46,31.13,15,0.01,0,0,0,0,-0.196790175,-0.344757111,-0.232904202,0.091522599,-0.949336105
311,609,8663250,3787360,10066.68,54.76,15,0.01,0,0,0,0,-0.196790175,0.910264353,-0.232904202,-0.257424541,-0.949336105
312,610,8666250,3787360,8022.12,74.3,15,0.01,0,0,0,0,-0.196790175,1.948060351,-0.232904202,-0.499451885,-0.949336105
313,611,8669250,3787360,5023.6,57.29,15,0.01,0,0,0,0,-0.196790175,1.044636097,-0.232904202,-0.854405437,-0.949336105
314,612,8672250,3787360,2029.46,69.98,15,0.01,164,35,133.11,28.41,1.286468428,1.718619271,0.06381341,-1.2088405,-0.949336105
315,613,8675250,3787360,1000.43,9.2,940,0.58,0,0,0,0,-0.196790175,-1.509489262,-0.232904202,-1.330653212,1.535766044
316,614,8678250,3787360,3480.11,12.6,940,0.58,0,0,0,0,-0.196790175,-1.328910634,-0.232904202,-1.037117994,1.535766044
317,615,8681250,3787360,1336.33,20.74,940,0.58,389,314,1411.51,1139.37,15.53181287,-0.896584154,11.66681934,-1.29089063,1.535766044
318,616,8684250,3787360,3075.77,12.82,940,0.58,389,314,104.83,84.62,0.971341441,-1.317226135,0.650877718,-1.084982247,1.535766044
319,617,8687250,3787360,4882,40.73,940,0.58,629,358,501.38,285.36,5.390139421,0.165111956,2.74743152,-0.871167514,1.535766044
320,618,8690250,3787360,7347.78,43.33,940,0.58,0,0,0,0,-0.196790175,0.303201495,-0.232904202,-0.579277726,1.535766044
321,621,8699250,3787360,12423.94,25.03,940,0.58,0,0,0,0,-0.196790175,-0.668736415,-0.232904202,0.021619057,1.535766044
322,622,8702250,3787360,14410.6,43.38,940,0.58,0,0,0,0,-0.196790175,0.305857063,-0.232904202,0.256792416,1.535766044
323,624,8708250,3787360,19190.83,51.84,940,0.58,0,0,0,0,-0.196790175,0.755179179,-0.232904202,0.822658115,1.535766044
324,627,8717250,3787360,23100.53,15.62,940,0.58,0,0,0,0,-0.196790175,-1.168514323,-0.232904202,1.285473737,1.535766044
325,628,8720250,3787360,23624.06,24.2,940,0.58,0,0,0,0,-0.196790175,-0.712818845,-0.232904202,1.347447255,1.535766044
326,631,8624250,3790360,32093.78,16.59,10,0.01,0,0,0,0,-0.196790175,-1.116996303,-0.232904202,2.350060942,-0.949336105
327,633,8630250,3790360,26320.08,87.12,10,0.01,0,5000,0,25.08,-0.196790175,2.628948001,0.029034472,1.666591991,-0.949336105
328,634,8633250,3790360,23475.83,21.73,10,0.01,0,5000,0,60.02,-0.196790175,-0.844003907,0.393952225,1.329900344,-0.949336105
329,635,8636250,3790360,20675.65,53.99,10,0.01,0,5000,0,60.02,-0.196790175,0.869368605,0.393952225,0.998425538,-0.949336105
330,636,8639250,3790360,17940.19,24.31,10,0.01,0,5000,0,60.02,-0.196790175,-0.706976595,0.393952225,0.674612042,-0.949336105
331,637,8642250,3790360,15304.19,30.94,10,0.01,0,0,0,0,-0.196790175,-0.35484827,-0.232904202,0.362572249,-0.949336105
332,638,8645250,3790360,12829.11,32.77,15,0.01,0,0,0,0,-0.196790175,-0.257654479,-0.232904202,0.069581562,-0.949336105
333,643,8660250,3790360,7775.62,9.59,15,0.01,0,0,0,0,-0.196790175,-1.488775831,-0.232904202,-0.528631631,-0.949336105
334,644,8663250,3790360,7068.01,18.68,15,0.01,0,0,0,0,-0.196790175,-1.005993558,-0.232904202,-0.612395849,-0.949336105
335,646,8669250,3790360,5748.06,26.52,15,0.01,0,0,0,0,-0.196790175,-0.589600487,-0.232904202,-0.768646579,-0.949336105
336,647,8672250,3790360,3452.88,47.66,15,0.01,0,0,0,0,-0.196790175,0.533173689,-0.232904202,-1.040341379,-0.949336105
337,648,8675250,3790360,2967.24,19.42,15,0.01,0,0,0,0,-0.196790175,-0.966691151,-0.232904202,-1.097829621,-0.949336105
338,649,8678250,3790360,4866.89,45.95,940,0.58,0,0,0,0,-0.196790175,0.442353261,-0.232904202,-0.872956179,1.535766044
339,650,8681250,3790360,4323.59,35.66,940,0.58,389,314,497.49,401.58,5.346792745,-0.104162645,3.961247814,-0.937269995,1.535766044
340,651,8684250,3790360,5134.98,10.1,940,0.58,389,314,459.64,371.02,4.92502625,-1.461689037,3.642075331,-0.84122069,1.535766044
341,652,8687250,3790360,7214.05,83.95,940,0.58,0,0,0,0,-0.196790175,2.460584986,-0.232904202,-0.595108181,1.535766044
342,653,8690250,3790360,9124.11,25.62,940,0.58,0,0,0,0,-0.196790175,-0.637400712,-0.232904202,-0.369002442,1.535766044
343,655,8696250,3790360,13463.09,8.1,940,0.58,0,0,0,0,-0.196790175,-1.56791176,-0.232904202,0.144629736,1.535766044
344,656,8699250,3790360,14943.17,55.07,940,0.58,0,0,0,0,-0.196790175,0.926728875,-0.232904202,0.319836055,1.535766044
345,658,8705250,3790360,18652.63,15.33,940,0.58,0,0,0,0,-0.196790175,-1.183916618,-0.232904202,0.758948018,1.535766044
346,661,8714250,3790360,25881.54,17.11,940,0.58,0,0,0,0,-0.196790175,-1.089378395,-0.232904202,1.614679271,1.535766044
347,662,8717250,3790360,26083.95,33.84,940,0.58,0,0,0,0,-0.196790175,-0.200825323,-0.232904202,1.638639807,1.535766044
348,666,8624250,3793360,31489.5,10.52,10,0.01,0,5000,0,25.08,-0.196790175,-1.439382266,0.029034472,2.278528542,-0.949336105
349,667,8627250,3793360,28529.93,16.53,10,0.01,0,5000,0,25.08,-0.196790175,-1.120182985,0.029034472,1.928185746,-0.949336105
350,669,8633250,3793360,22642.71,53.68,10,0.01,0,5000,0,25.08,-0.196790175,0.852904083,0.029034472,1.231278723,-0.949336105
351,670,8636250,3793360,19724.61,39.11,10,0.01,0,5000,0,60.02,-0.196790175,0.079071551,0.393952225,0.885844989,-0.949336105
